"movie_title","duration","director_name","director_facebook_likes","actor_1_name","actor_1_facebook_likes","actor_2_name","actor_2_facebook_likes","actor_3_name","actor_3_facebook_likes","num_critic_for_reviews","num_user_for_reviews","num_voted_users","cast_total_facebook_likes","movie_facebook_likes","plot_keywords","facenumber_in_poster","color","genres","title_year","language","country","content_rating","aspect_ratio","movie_imdb_link","gross","budget","imdb_score"
"Bridget Jones's Diary ",97,"Sharon Maguire",11,"Colin Firth",14000,"Jim Broadbent",1000,"Shirley Henderson",887,168,571,171568,16999,0,"american actress playing british character|book publishing|calorie counting|employer employee relationship|rabbit costume",3,"Color","Comedy|Drama|Romance",2001,"English","UK","R",2.35,"http://www.imdb.com/title/tt0243155/?ref_=fn_tt_tt_1",71500556,2.6e+07,6.7
"Percy Jackson: Sea of Monsters ",106,"Thor Freudenthal",87,"Logan Lerman",8000,"Leven Rambin",956,"Brandon T. Jackson",918,183,204,86627,10882,28000,"golden fleece|half brother|magical tree|sea|tree",0,"Color","Adventure|Family|Fantasy",2013,"English","USA","PG",2.35,"http://www.imdb.com/title/tt1854564/?ref_=fn_tt_tt_1",68558662,9e+07,5.9
"Novocaine ",95,"David Atkins",8,"Chelcie Ross",244,"Lynne Thigpen",230,"Polly Noonan",15,84,105,9589,489,289,"dentist|drugs|murder|sex|sunflower",3,"Color","Comedy|Crime|Drama|Thriller",2001,"English","USA","R",1.85,"http://www.imdb.com/title/tt0234354/?ref_=fn_tt_tt_1",2025238,6e+06,5.8
"Ri¢hie Ri¢h ",95,"Donald Petrie",80,"Macaulay Culkin",3000,"John Larroquette",450,"Jonathan Hyde",287,19,39,49612,4634,0,"attempted murder|based on comic book|escape from prison|lost at sea|wealth",1,"Color","Comedy|Family",1994,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0110989/?ref_=fn_tt_tt_1",38087756,4e+07,5.2
"Fantastic Four ",100,"Josh Trank",128,"Tim Blake Nelson",596,"Reg E. Cathey",360,"Tim Heidecker",78,369,695,110486,1261,41000,"box office flop|critically bashed|portal|teleportation|troubled production",3,"Color","Action|Adventure|Sci-Fi",2015,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1502712/?ref_=fn_tt_tt_1",56114221,1.2e+08,4.3
"Super Mario Bros. ",104,"Annabel Jankel",5,"Bob Hoskins",5000,"Fisher Stevens",922,"Fiona Shaw",687,36,290,38203,7723,0,"based on video game|dinosaur|king|mario|plumber",0,"Color","Adventure|Comedy|Family|Fantasy|Sci-Fi",1993,"English","UK","PG",1.85,"http://www.imdb.com/title/tt0108255/?ref_=fn_tt_tt_1",20915465,4.2e+07,4
"The Pirates! Band of Misfits ",88,"Peter Lord",91,"Salma Hayek",4000,"Russell Tovey",796,"Brian Blessed",591,238,101,36877,6254,0,"charles darwin|cutlass|pirate|queen victoria|scientist",0,"Color","Adventure|Animation|Comedy|Family",2012,"English","UK","PG",2.35,"http://www.imdb.com/title/tt1430626/?ref_=fn_tt_tt_1",31051126,5.5e+07,6.7
"Arachnophobia ",103,"Frank Marshall",155,"Julian Sands",687,"Peter Jason",151,"Brian McNamara",125,74,136,50389,1440,0,"arachnophobia|death|doctor|small town|spider",0,"Color","Comedy|Fantasy|Horror|Thriller",1990,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0099052/?ref_=fn_tt_tt_1",53133888,3.1e+07,6.3
"Miracles from Heaven ",109,"Patricia Riggen",36,"Jennifer Garner",3000,"Brighton Sharbino",3000,"Martin Henderson",579,63,55,6276,7833,16000,"child cancer|christian film|christianity|falling into a hole|inspiring",0,"Color","Drama",2016,"English","USA","PG",1.85,"http://www.imdb.com/title/tt4257926/?ref_=fn_tt_tt_1",61693523,1.3e+07,6.8
"Bad Lieutenant: Port of Call New Orleans ",122,"Werner Herzog",0,"Nicolas Cage",12000,"Shea Whigham",463,"Shawn Hatosy",407,280,212,64944,13809,6000,"drugs|flood|hallucination|lieutenant|murder investigation",2,"Color","Crime|Drama",2009,"English","USA","R",1.85,"http://www.imdb.com/title/tt1095217/?ref_=fn_tt_tt_1",1697956,2e+07,6.7
"The Intern ",121,"Nancy Meyers",278,"Robert De Niro",22000,"Anne Hathaway",11000,"Rene Russo",808,241,304,130661,36010,54000,"reference to ben affleck|reference to brad pitt|reference to george clooney|reference to jack nicholson|website",2,"Color","Comedy|Drama",2015,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt2361509/?ref_=fn_tt_tt_1",75274748,3.5e+07,7.2
"A Thin Line Between Love and Hate ",108,"Martin Lawrence",0,"Faizon Love",585,"Lynn Whitfield",434,"Della Reese",388,11,14,3122,3023,559,"african american|dating|independent film|irreverence|revenge",2,"Color","Comedy|Crime|Drama|Romance|Thriller",1996,"English","USA","R",2.35,"http://www.imdb.com/title/tt0117891/?ref_=fn_tt_tt_1",34746109,8e+06,5.6
"Freeheld ",103,"Peter Sollett",6,"Steve Carell",7000,"Josh Charles",1000,"Luke Grimes",935,133,25,5863,9660,0,"cancer|gay bar|lesbian kiss|partner|public hearing",0,"Color","Biography|Drama|Romance",2015,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt1658801/?ref_=fn_tt_tt_1",532988,7e+06,6.5
"Flatliners ",115,"Joel Schumacher",541,"Julia Roberts",8000,"Oliver Platt",1000,"Hope Davis",442,49,148,62037,10493,0,"childhood trauma|death|medical student|memory|near death experience",5,"Color","Drama|Horror|Sci-Fi|Thriller",1990,"English","USA","R",2.35,"http://www.imdb.com/title/tt0099582/?ref_=fn_tt_tt_1",61490000,2.6e+07,6.6
"Harry Potter and the Sorcerer's Stone ",159,"Chris Columbus",0,"Daniel Radcliffe",11000,"Fiona Shaw",687,"Verne Troyer",645,258,1571,444683,13191,16000,"based on novel|birthday|evil wizard|quidditch|wizard",4,"Color","Adventure|Family|Fantasy",2001,"English","UK","PG",2.35,"http://www.imdb.com/title/tt0241527/?ref_=fn_tt_tt_1",317557891,1.25e+08,7.5
"Inkheart ",106,"Iain Softley",34,"Brendan Fraser",3000,"Stephen Graham",1000,"Jamie Foreman",466,161,110,60232,5329,0,"book|escape|girl|overalls|villain",3,"Color","Adventure|Family|Fantasy",2008,"English","Germany","PG",2.35,"http://www.imdb.com/title/tt0494238/?ref_=fn_tt_tt_1",17281832,6e+07,6.1
"Suicide Squad ",123,"David Ayer",452,"Will Smith",10000,"Robin Atkin Downes",336,"Ike Barinholtz",329,418,971,118992,11287,80000,"based on comic book|critically bashed|father daughter relationship|reference to superman|super villain",8,"Color","Action|Adventure|Comedy|Sci-Fi",2016,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1386697/?ref_=fn_tt_tt_1",161087183,1.75e+08,6.9
"Being John Malkovich ",112,"Spike Jonze",0,"Willie Garson",512,"Orson Bean",216,"Mary Kay Place",213,242,840,254404,1171,0,"body swap|magical realism|portal|puppeteer|surrealism",2,"Color","Comedy|Drama|Fantasy",1999,"English","USA","R",1.85,"http://www.imdb.com/title/tt0120601/?ref_=fn_tt_tt_1",22858926,1.3e+07,7.8
"Cats & Dogs: The Revenge of Kitty Galore ",82,"Brad Peyton",62,"Jack McBrayer",975,"Sean Hayes",760,"Katt Williams",615,91,63,10233,3326,0,"cartoon on tv|cat|dog|kitty|special agent",0,"Color","Action|Comedy|Family|Fantasy",2010,"English","USA","PG",1.85,"http://www.imdb.com/title/tt1287468/?ref_=fn_tt_tt_1",43575716,8.5e+07,4.3
"The Giver ",97,"Phillip Noyce",176,"Jeff Bridges",12000,"Meryl Streep",11000,"Alexander Skarsgård",10000,198,260,86251,36064,58000,"black and white segues into color|color|community|dystopia|infanticide",3," Black and White","Drama|Romance|Sci-Fi",2014,"English","South Africa","PG-13",2.35,"http://www.imdb.com/title/tt0435651/?ref_=fn_tt_tt_1",45089048,2.5e+07,6.5
"Ghosts of Mars ",98,"John Carpenter",0,"Jason Statham",26000,"Clea DuVall",1000,"Natasha Henstridge",900,156,460,43006,28867,0,"head on a stake|machine gun|martian|nuclear reactor|outer space",5,"Color","Action|Horror|Sci-Fi",2001,"English","USA","R",2.35,"http://www.imdb.com/title/tt0228333/?ref_=fn_tt_tt_1",8434601,2.8e+07,4.9
"Daddy Day Care ",92,"Steve Carr",41,"Anjelica Huston",1000,"Lisa Edelstein",955,"Jeff Garlin",522,81,116,49486,4050,886,"bloopers during credits|breakfast cereal|department store ride|face painting|sponge bob square pants slippers",1,"Color","Comedy|Family",2003,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0317303/?ref_=fn_tt_tt_1",104148781,6e+07,5.5
"Halloween: The Curse of Michael Myers ",93,"Joe Chappelle",13,"Donald Pleasence",742,"Kim Darby",152,"Mitchell Ryan",141,123,335,20815,1227,0,"halloween|michael myers|nudity|returning character with different actor|slasher flick",0,"Color","Horror|Thriller",1995,"English","USA","R",1.85,"http://www.imdb.com/title/tt0113253/?ref_=fn_tt_tt_1",15126948,5e+06,4.9
"In the Company of Men ",97,"Neil LaBute",119,"Stacy Edwards",136,"Matt Malloy",108,"Jason Dixie",7,80,197,11550,254,489,"business trip|love|misogynist|office|secretary",0,"Color","Comedy|Drama",1997,"English","Canada","R",1.85,"http://www.imdb.com/title/tt0119361/?ref_=fn_tt_tt_1",2856622,25000,7.3
"Dawn of the Dead ",110,"Zack Snyder",0,"Ty Burrell",3000,"Kevin Zegers",2000,"Mekhi Phifer",1000,287,1057,194426,10438,7000,"mall|mayhem|nurse|rear entry sex|survival horror",0,"Color","Action|Horror|Thriller",2004,"English","USA","R",2.35,"http://www.imdb.com/title/tt0363547/?ref_=fn_tt_tt_1",58885635,2.6e+07,7.4
"50/50 ",100,"Jonathan Levine",129,"Joseph Gordon-Levitt",23000,"Anna Kendrick",10000,"Bryce Dallas Howard",3000,327,378,270441,39807,40000,"best friend|cancer|survival rate|therapist|vomiting",2,"Color","Comedy|Drama|Romance",2011,"English","USA","R",1.85,"http://www.imdb.com/title/tt1306980/?ref_=fn_tt_tt_1",34963967,8e+06,7.7
"The Men Who Stare at Goats ",94,"Grant Heslov",293,"Kevin Spacey",18000,"Jeff Bridges",12000,"Stephen Root",939,271,268,109620,32474,15000,"first person narration|general|hampster|reference to loch ness monster|reporter",0,"Color","Comedy|War",2009,"English","USA","R",2.35,"http://www.imdb.com/title/tt1234548/?ref_=fn_tt_tt_1",32416109,2.5e+07,6.2
"Timecrimes ",66,"Nacho Vigalondo",76,"Karra Elejalde",123,"Nacho Vigalondo",76,"Bárbara Goenaga",36,173,124,40878,239,0,"binoculars|hitchcockian|scissors|time machine|woods",0,"Color","Horror|Mystery|Sci-Fi|Thriller",2007,"Spanish","Spain","R",1.85,"http://www.imdb.com/title/tt0480669/?ref_=fn_tt_tt_1",38108,2600000,7.2
"The November Man ",108,"Roger Donaldson",79,"Luke Bracey",775,"Akie Kotabe",614,"Will Patton",537,172,152,50056,3033,0,"critically bashed|premarital sex|sex scene|sex standing up|stripper",2,"Color","Action|Crime|Thriller",2014,"English","USA","R",2.35,"http://www.imdb.com/title/tt2402157/?ref_=fn_tt_tt_1",24984868,1.5e+07,6.3
"Safe House ",115,"Daniel Espinosa",79,"Denzel Washington",18000,"Ryan Reynolds",16000,"Sam Shepard",820,298,276,166693,36237,19000,"cia|cia agent|consulate|on the run|safe house",1,"Color","Action|Crime|Mystery|Thriller",2012,"English","USA","R",2.35,"http://www.imdb.com/title/tt1599348/?ref_=fn_tt_tt_1",126149655,8.5e+07,6.8
"The Other Woman ",109,"Nick Cassavetes",415,"Don Johnson",982,"Kate Upton",971,"David Thornton",119,191,189,104481,2357,16000,"beach house|blonde bombshell|cheating husband|revenge|wife meets mistress",2,"Color","Comedy|Romance",2014,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt2203939/?ref_=fn_tt_tt_1",83906114,4e+07,6
"Mad City ",115,"Costa-Gavras",333,"Mia Kirshner",972,"Blythe Danner",713,"William Atherton",317,59,73,16562,2606,697,"hostage|museum|natural history museum|news reporter|reporter",2,"Color","Crime|Drama|Thriller",1997,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0119592/?ref_=fn_tt_tt_1",10556196,5e+07,6.2
"90 Minutes in Heaven ",121,"Michael Polish",35,"Hayden Christensen",4000,"Bobby Batson",849,"Cynthia Barrett",473,12,29,2047,6617,0,"heaven|hospital|praying|pronounced dead|recovery",0,"Color","Drama",2015,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt4337690/?ref_=fn_tt_tt_1",4700361,5e+06,4.6
"Marci X ",80,"Richard Benjamin",121,"Damon Wayans",836,"Jane Krakowski",624,"Paula Garcés",587,28,66,4518,2467,241,"female protagonist|hip hop|jewish american princess|rapper|record label",2,"Color","Comedy|Music",2003,"English","USA","R",1.85,"http://www.imdb.com/title/tt0266747/?ref_=fn_tt_tt_1",1646664,2e+07,2.8
"My Blueberry Nights ",95,"Kar-Wai Wong",0,"Natalie Portman",20000,"Norah Jones",329,"Adriane Lenox",20,192,117,44208,20364,0,"blueberry pie|diner|nevada|new york city|pie",3,"Color","Drama|Romance",2007,"English","Hong Kong","PG-13",2.35,"http://www.imdb.com/title/tt0765120/?ref_=fn_tt_tt_1",866778,1e+07,6.7
"Spirit: Stallion of the Cimarron ",83,"Kelly Asbury",21,"Matt Damon",13000,"Charles Napier",503,"Zahn McClarnon",495,106,216,44143,14261,4000,"cavalry|escape|herd|stallion|wild stallion",0,"Color","Adventure|Animation|Family|Western",2002,"English","USA","G",2.35,"http://www.imdb.com/title/tt0166813/?ref_=fn_tt_tt_1",73215310,8e+07,7
"I Love Your Work ",111,"Adam Goldberg",1000,"Judy Greer",2000,"Marisa Coughlan",163,"Nicky Katt",127,22,40,1618,2564,63,"film student|marriage|mental breakdown|movie star|obsession",2,"Color","Drama|Mystery",2003,"English","USA","R",2.35,"http://www.imdb.com/title/tt0322700/?ref_=fn_tt_tt_1",2580,1650000,5.4
"Parental Guidance ",105,"Andy Fickman",99,"Bailee Madison",3000,"Gedde Watanabe",448,"Tom Everett Scott",433,139,107,21176,5740,0,"chores|father figure|helicopter parents|in laws|punishment",5,"Color","Comedy|Family",2012,"English","USA","PG",1.85,"http://www.imdb.com/title/tt1047540/?ref_=fn_tt_tt_1",77264926,2.5e+07,6.1
"Conan the Barbarian ",129,"John Milius",468,"William Smith",919,"Mako",691,"Sandahl Bergman",183,166,337,113065,2024,0,"actual animal killed|cult|evil sorcerer|gladiator|warlord",0,"Color","Adventure|Fantasy",1982,"English","USA","R",2.35,"http://www.imdb.com/title/tt0082198/?ref_=fn_tt_tt_1",37567440,2e+07,6.9
"Hitch ",118,"Andy Tennant",72,"Will Smith",10000,"Michael Rapaport",975,"Kevin Sussman",681,171,372,244840,13426,0,"advice|friendship|gossip|newspaper|quitting a job",1,"Color","Comedy|Romance",2005,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0386588/?ref_=fn_tt_tt_1",177575142,7e+07,6.6
"Bill & Ted's Excellent Adventure ",90,"Stephen Herek",65,"Keanu Reeves",18000,"George Carlin",769,"Al Leong",730,81,181,85362,20795,0,"failing student|high school|payphone|teenager|telephone booth",6,"Color","Adventure|Comedy|Music|Sci-Fi",1989,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0096928/?ref_=fn_tt_tt_1",40485039,1e+07,6.9
"Life of Pi ",127,"Ang Lee",0,"Suraj Sharma",774,"Rafe Spall",358,"Tabu",341,552,755,440084,2121,122000,"animal|faith|india|journey|tiger",0,"Color","Adventure|Drama|Fantasy",2012,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0454876/?ref_=fn_tt_tt_1",124976634,1.2e+08,8
"A Simple Wish ",89,"Michael Ritchie",23,"Mara Wilson",1000,"Francis Capra",937,"Kathleen Turner",899,21,21,4288,5535,517,"8 year old|convention|magic|magic wand|male fairy godmother",3,"Color","Comedy|Family|Fantasy",1997,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0120133/?ref_=fn_tt_tt_1",8119205,2.8e+07,5.4
"Killer Elite ",116,"Gary McKendry",5,"Jason Statham",26000,"Robert De Niro",22000,"Ben Mendelsohn",748,189,157,105556,49608,17000,"australia|death|mentor|revenge|secret society",2,"Color","Action|Crime|Thriller",2011,"English","UK","R",2.35,"http://www.imdb.com/title/tt1448755/?ref_=fn_tt_tt_1",25093607,3.5e+07,6.5
"The Muppet Christmas Carol ",89,"Brian Henson",53,"Steven Mackintosh",227,"Jerry Nelson",94,"Steve Whitmire",84,75,147,33850,534,0,"christmas|christmas eve|miser|muppet|scrooge",0,"Color","Comedy|Drama|Family|Fantasy|Musical",1992,"English","USA","G",1.85,"http://www.imdb.com/title/tt0104940/?ref_=fn_tt_tt_1",27281507,1.2e+07,7.7
"Lone Survivor ",121,"Peter Berg",532,"Jerry Ferrara",480,"Scott Elrod",449,"Dan Bilzerian",127,319,420,203963,1261,58000,"courage|navy seal|outnumbered|shot multiple times|survival",0,"Color","Action|Biography|Drama|Thriller|War",2013,"English","USA","R",2.35,"http://www.imdb.com/title/tt1091191/?ref_=fn_tt_tt_1",125069696,4e+07,7.6
"Dr. No ",110,"Terence Young",92,"Ursula Andress",650,"Jack Lord",275,"Lois Maxwell",177,184,389,116642,1421,5000,"british secret service|hand to hand combat|murder|official james bond series|terrorist plot",4,"Color","Action|Adventure|Thriller",1962,"English","UK","Approved",1.37,"http://www.imdb.com/title/tt0055928/?ref_=fn_tt_tt_1",16067035,1100000,7.3
"Hostel ",93,"Eli Roth",0,"Jay Hernandez",1000,"Takashi Miike",1000,"Rick Hoffman",581,303,1516,138814,2990,0,"bratislava|hostel|sadistic horror|torture|travel",0,"Color","Horror",2005,"English","USA","R",2.35,"http://www.imdb.com/title/tt0450278/?ref_=fn_tt_tt_1",47277326,4800000,5.9
"The Devil Inside ",83,"William Brent Bell",19,"Fernanda Andrade",403,"Claudiu Trandafir",169,"Brian Johnson",128,225,290,30570,988,12000,"critically bashed|demonic possession|exorcism|exorcist|found footage",0,"Color","Horror",2012,"English","USA","R",1.85,"http://www.imdb.com/title/tt1560985/?ref_=fn_tt_tt_1",53245055,1e+06,4.2
"Tango & Cash ",97,"Andrey Konchalovskiy",96,"Sylvester Stallone",13000,"Jack Palance",549,"Brion James",403,45,149,75365,14432,0,"1980s|80s action|escape|plea bargain|prison",1,"Color","Action|Comedy|Crime|Thriller",1989,"English","USA","R",2.35,"http://www.imdb.com/title/tt0098439/?ref_=fn_tt_tt_1",63408614,5.5e+07,6.3
"Envy ",99,"Barry Levinson",272,"Amy Poehler",1000,"Ariel Gade",87,"Sam Lerner",62,76,176,26390,1189,713,"best friend|dog|envy|jealousy|neighbor",1,"Color","Comedy",2004,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0326856/?ref_=fn_tt_tt_1",12181484,4e+07,4.8
"Open Water ",79,"Chris Kentis",9,"Blanchard Ryan",48,"Saul Stein",10,"Daniel Travis",7,235,916,42256,67,0,"bare chested male|female full frontal nudity|hairy chest|male full frontal nudity|nude with glasses",1,"Color","Adventure|Biography|Drama|Horror|Thriller",2003,"English","USA","R",1.85,"http://www.imdb.com/title/tt0374102/?ref_=fn_tt_tt_1",30500882,5e+05,5.7
"Boynton Beach Club ",105,"Susan Seidelman",39,"Dyan Cannon",267,"Michael Nouri",225,"Brenda Vaccaro",183,35,27,746,1231,88,"title spoken by character",8,"Color","Comedy|Romance",2005,"English","USA","R",1.85,"http://www.imdb.com/title/tt0439478/?ref_=fn_tt_tt_1",3123749,1500000,6.5
"Office Space ",89,"Mike Judge",406,"Gary Cole",989,"Stephen Root",939,"Diedrich Bader",759,144,621,200293,3462,16000,"boss|computer|downsizing|neighbor|office",0,"Color","Comedy",1999,"English","USA","R",1.85,"http://www.imdb.com/title/tt0151804/?ref_=fn_tt_tt_1",10824921,1e+07,7.8
"Nanny McPhee Returns ",109,"Susanna White",24,"Daniel Mays",287,"Bill Bailey",175,"Eros Vlahos",167,97,59,19230,855,0,"farm|magic|mother daughter relationship|overalls|title directed by female",5,"Color","Comedy|Family|Fantasy",2010,"English","UK","PG",2.35,"http://www.imdb.com/title/tt1415283/?ref_=fn_tt_tt_1",28995450,3.5e+07,6.1
"Phat Girlz ",99,"Nnegest Likké",18,"Mo'Nique",939,"Jimmy Jean-Louis",407,"Joyful Drake",233,37,101,8279,2321,837,"female protagonist|size positive|thin|title directed by female|wet dream",0,"Color","Comedy",2006,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0490196/?ref_=fn_tt_tt_1",7059537,3e+06,3
"Journey to the Center of the Earth ",93,"Eric Brevig",40,"Josh Hutcherson",14000,"Brendan Fraser",3000,"Anita Briem",311,201,212,85323,17925,0,"cave|lost world|missing brother|mountain|venus flytrap",0,"Color","Action|Adventure|Family|Fantasy|Sci-Fi",2008,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0373051/?ref_=fn_tt_tt_1",101702060,4.5e+07,5.8
"Along Came Polly ",90,"John Hamburg",29,"Philip Seymour Hoffman",22000,"Masi Oka",923,"Debra Messing",650,108,268,106909,24534,0,"bride|friend|honeymoon|insurance|insurance company",1,"Color","Comedy|Romance",2004,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0343135/?ref_=fn_tt_tt_1",87856565,4.2e+07,5.9
"Pi ",84,"Darren Aronofsky",0,"Mark Margolis",1000,"Clint Mansell",512,"Stanley B. Herman",194,138,586,142619,2065,24000,"mathematician|nature|numbers|pattern|using a metal detector on a beach",0," Black and White","Drama|Mystery|Thriller",1998,"English","USA","R",1.66,"http://www.imdb.com/title/tt0138704/?ref_=fn_tt_tt_1",3216970,60000,7.5
"Black Christmas ",94,"Glen Morgan",17,"Oliver Hudson",607,"Crystal Lowe",318,"Andrea Martin",179,186,278,19918,1611,0,"attic|christmas|house|incest|sorority",0,"Color","Horror",2006,"English","USA","R",2.35,"http://www.imdb.com/title/tt0454082/?ref_=fn_tt_tt_1",16235293,9e+06,4.5
"Punisher: War Zone ",103,"Lexi Alexander",189,"Julie Benz",3000,"Wayne Knight",967,"Colin Salmon",766,151,280,48999,6563,0,"gun fu|plastic surgery|psychopath|undercover|vigilante",1,"Color","Action|Crime|Drama|Thriller",2008,"English","USA","R",2.35,"http://www.imdb.com/title/tt0450314/?ref_=fn_tt_tt_1",7948159,3.5e+07,6
"Three Kings ",114,"David O. Russell",737,"Judy Greer",2000,"Jamie Kennedy",490,"Mykelti Williamson",393,150,560,137854,3743,3000,"gold|gulf war|iraq|kuwait|map",1,"Color","Action|Adventure|Comedy|Drama|War",1999,"English","USA","R",2.35,"http://www.imdb.com/title/tt0120188/?ref_=fn_tt_tt_1",60652036,4.8e+07,7.1
"Halloween ",101,"John Carpenter",0,"Jamie Lee Curtis",2000,"Donald Pleasence",742,"P.J. Soles",598,318,1191,157857,4400,12000,"halloween|masked killer|michael myers|slasher|trick or treat",0,"Color","Horror|Thriller",1978,"English","USA","R",2.35,"http://www.imdb.com/title/tt0077651/?ref_=fn_tt_tt_1",47000000,3e+05,7.9
"The Princess Bride ",98,"Rob Reiner",0,"Robin Wright",18000,"Carol Kane",636,"André the Giant",594,185,718,294163,20060,33000,"fairy tale|giant|pirate|princess|true love",0,"Color","Adventure|Family|Fantasy|Romance",1987,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0093779/?ref_=fn_tt_tt_1",30857814,1.6e+07,8.1
"The Big Bounce ",88,"George Armitage",5,"Morgan Freeman",11000,"Andrew Wilson",387,"Willie Nelson",338,75,93,15880,11972,288,"breasts|consensual sex|female nudity|judge|surfer",5,"Color","Comedy|Crime",2004,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0315824/?ref_=fn_tt_tt_1",6471394,5e+07,4.9
"Holes ",117,"Andrew Davis",99,"Tim Blake Nelson",596,"Zane Holtz",265,"Ski Carr",165,106,331,58222,1293,0,"bad luck|camp|curse|digging|hole",0," Black and White","Adventure|Comedy|Drama|Family|Mystery",2003,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0311289/?ref_=fn_tt_tt_1",67325559,2e+07,7.1
"The X Files: I Want to Believe ",108,"Chris Carter",251,"Mitch Pileggi",826,"Callum Rennie",716,"Nicki Aycox",296,270,492,78256,2351,0,"fbi|priest|psychic|psychic vision|staff physician",0,"Color","Drama|Mystery|Sci-Fi|Thriller",2008,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0443701/?ref_=fn_tt_tt_1",20981633,3e+07,5.9
"Blade II ",117,"Guillermo del Toro",0,"Norman Reedus",12000,"Thomas Kretschmann",919,"Tony Curran",845,224,559,158267,15371,0,"blade the character|cult film|mutation|vampire|warrior",1,"Color","Action|Horror|Sci-Fi|Thriller",2002,"English","USA","R",1.85,"http://www.imdb.com/title/tt0187738/?ref_=fn_tt_tt_1",81645152,5.4e+07,6.7
"Blue Crush ",104,"John Stockwell",134,"Faizon Love",585,"Mika Boorem",495,"Sanoe Lake",64,69,216,26066,1165,0,"bikini|female surfer|sister sister relationship|surfing contest|swimsuit",3,"Color","Drama|Romance|Sport",2002,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0300532/?ref_=fn_tt_tt_1",40118420,3e+07,5.6
"Smilla's Sense of Snow ",121,"Bille August",55,"Jim Broadbent",1000,"Tom Wilkinson",1000,"Julia Ormond",918,50,99,11747,3125,561,"boy|greenland|neighbor|roof|snow",1,"Color","Action|Drama|Sci-Fi|Thriller",1997,"English","Denmark","R",2.35,"http://www.imdb.com/title/tt0120152/?ref_=fn_tt_tt_1",2221994,3.5e+07,6.4
"White Chicks ",109,"Keenen Ivory Wayans",322,"Busy Philipps",1000,"Jaime King",960,"Brittany Daniel",861,62,251,98794,6313,0,"african american|crossdresser|fbi|undercover|vomiting",4,"Color","Comedy|Crime",2004,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0381707/?ref_=fn_tt_tt_1",69148997,3.7e+07,5.4
"When Did You Last See Your Father? ",92,"Anand Tucker",14,"Colin Firth",14000,"Jim Broadbent",1000,"Gina McKee",291,90,34,3571,15848,429,"cancer|children|death|terminal cancer|time",2,"Color","Biography|Drama",2007,"English","UK","PG-13",2.35,"http://www.imdb.com/title/tt0829098/?ref_=fn_tt_tt_1",1071240,8e+06,6.9
"Star Wars: Episode V - The Empire Strikes Back ",127,"Irvin Kershner",883,"Harrison Ford",11000,"Kenny Baker",504,"Anthony Daniels",441,223,900,837759,12643,17000,"duel|famous twist|rebel|rescue|snowy landscape",0,"Color","Action|Adventure|Fantasy|Sci-Fi",1980,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0080684/?ref_=fn_tt_tt_1",290158751,1.8e+07,8.8
"The Lady from Shanghai ",92,"Orson Welles",0,"Rita Hayworth",1000,"Everett Sloane",29,"Ted de Corsia",18,90,175,19236,1055,0,"law partner|murder|partner|seaman|yacht",1," Black and White","Crime|Drama|Film-Noir|Mystery|Thriller",1947,"English","USA","Not Rated",1.37,"http://www.imdb.com/title/tt0040525/?ref_=fn_tt_tt_1",7927,2300000,7.7
"This Is It ",111,"Kenny Ortega",197,"Misha Gabriel Hamilton",433,"Mekia Cox",208,"Judith Hill",6,136,223,33158,679,0,"2000s|box office hit|comeback|rehearsal|year 2009",0,"Color","Documentary|Music",2009,"English","USA","PG",1.78,"http://www.imdb.com/title/tt1477715/?ref_=fn_tt_tt_1",71844424,6e+07,7.3
"Don Jon ",90,"Joseph Gordon-Levitt",23000,"Joseph Gordon-Levitt",23000,"Scarlett Johansson",19000,"Tony Danza",694,364,314,190494,44265,33000,"camera focus on female butt|cunnilingus|new jersey|oral sex|reference to facebook",1,"Color","Comedy|Drama|Romance",2013,"English","USA","R",2.35,"http://www.imdb.com/title/tt2229499/?ref_=fn_tt_tt_1",24475193,3e+06,6.6
